SourceIP,DestinationIP,SourcePort,DestinationPort,TimeStamp,Duration,FlowBytesSent,FlowSentRate,FlowBytesReceived,FlowReceivedRate,PacketLengthVariance,PacketLengthStandardDeviation,PacketLengthMean,PacketLengthMedian,PacketLengthMode,PacketLengthSkewFromMedian,PacketLengthSkewFromMode,PacketLengthCoefficientofVariation,PacketTimeVariance,PacketTimeStandardDeviation,PacketTimeMean,PacketTimeMedian,PacketTimeMode,PacketTimeSkewFromMedian,PacketTimeSkewFromMode,PacketTimeCoefficientofVariation,ResponseTimeTimeVariance,ResponseTimeTimeStandardDeviation,ResponseTimeTimeMean,ResponseTimeTimeMedian,ResponseTimeTimeMode,ResponseTimeTimeSkewFromMedian,ResponseTimeTimeSkewFromMode,ResponseTimeTimeCoefficientofVariation,Label
192.168.20.191,8.8.4.4,59354,443,2020/1/13 16:47,22.065391,676,30.63621216,1292,58.55323389,13648.65052,116.8274391,115.7647059,85.0,60,0.790003773,0.477325415,1.009180114,50.29563645,7.091941656,19.43467176,22.018243,0.0,-1.092890224,2.740387994,0.364911831,0.000135634,0.011646217,0.0200055,0.0252445,5.7e-05,-1.349536926,1.712873791,0.582150762,0
192.168.20.111,8.8.8.8,44380,443,2019/12/11 8:13,0.136424,3072,22518.03202,3294,24145.31168,25407.8775,159.3984865,159.15,97.0,66,1.169709977,0.58438447,1.001561335,0.000821281,0.028657996,0.0748599,0.071473,0.0,0.354550257,2.612181917,0.38282173,9.59157e-05,0.009793656,0.008210429,0.0038505,2e-06,1.33553658,0.838137326,1.192831266,0
192.168.20.191,9.9.9.9,60974,443,2020/1/12 9:20,8.94151,9213,1030.362881,10186,1139.18119,38948.12228,197.3527864,157.7154472,114.0,60,0.664527438,0.495130821,1.251321858,10.18917896,3.192049336,4.885538033,6.163205,0.0,-1.20079626,1.530533372,0.653367002,0.000124391,0.011153066,0.01948332,0.015587,6e-05,1.048049063,1.741522968,0.572441743,0
192.168.20.111,8.8.8.8,45440,443,2019/12/15 22:23,0.199726,4056,20307.82172,5354,26806.72521,14213.99902,119.222477,147.03125,105.0,66,1.05763404,0.679664205,0.810864881,0.002285057,0.047802266,0.115723734,0.1195085,0.0,-0.237526332,2.420883865,0.413072273,8.78643e-05,0.009373599,0.0102125,0.0085185,1.6e-05,0.542161047,1.087789279,0.917855426,0
192.168.20.111,8.8.8.8,43950,443,2019/12/11 1:40,122.077689,513,4.202242066,437,3.579687686,385.2,19.62651268,95.0,105.0,105,-1.528544601,-0.509514867,0.20659487,2446.594269,49.46305964,65.317404,59.01583,0.0,0.382198799,1.320528986,0.757272283,3.069270315,1.751933308,1.0269985,0.0155315,0.015495,1.732029973,0.577364159,1.705877183,0
192.168.20.111,8.8.8.8,40882,443,2019/12/13 23:51,0.061046,670,10975.33008,814,13334.20699,4790.591716,69.21410056,114.1538462,97.0,66,0.743512349,0.695723065,0.606322983,0.000294509,0.017161261,0.034384385,0.041067,0.0,-1.168203577,2.003604816,0.499100417,7.6031e-05,0.008719575,0.00708,4.5e-05,2.4e-05,2.420416104,0.809213742,1.231578405,0
192.168.20.111,8.8.8.8,44886,443,2019/12/9 23:03,107.485048,80333,747.3876739,129709,1206.763196,3107.268885,55.74288192,118.7348785,105.0,66,0.739190978,0.946037891,0.469473525,654.7979248,25.58901961,51.58490949,46.396353,0.0,0.608294875,2.01590019,0.496056305,0.00011263,0.01061272,0.017150871,0.020999,0.025119,-1.087787768,-0.750809309,0.618786073,0
192.168.20.191,8.8.4.4,52297,443,2020/1/13 17:35,9.545642,1792,187.7296467,2483,260.1187013,31279.39793,176.8598257,164.4230769,85.0,54,1.347220772,0.624353646,1.075638706,9.152138464,3.025250149,1.161158615,0.0794115,0.09251,1.072718349,0.353243059,2.605372004,0.000111161,0.010543303,0.016073857,0.02324,3.7e-05,-2.039060026,1.521046724,0.655928651,0
192.168.20.111,8.8.8.8,48494,443,2019/12/17 6:00,0.097134,2949,30360.12107,3449,35507.64923,29087.47991,170.5505201,172.9189189,97.0,66,1.335421062,0.626904678,0.986303414,0.000411974,0.020297147,0.066354432,0.074571,0.0,-1.214441744,3.269150691,0.305889846,8.26941e-05,0.009093627,0.006691538,0.001742,1.4e-05,1.632859479,0.734309677,1.358974062,0
192.168.20.111,8.8.8.8,45726,443,2019/12/16 1:33,177.001361,618,3.491498577,381,2.152525822,351.9669421,18.76078202,90.81818182,105.0,105,-2.267786838,-0.755928946,0.206575177,3451.358489,58.74826371,64.38401464,59.02579,0.0,0.273619557,1.095930511,0.912466612,2.9e-10,1.70163e-05,0.025334667,0.025339,0.025312,-0.763971929,1.33205362,0.000671662,0
192.168.20.111,8.8.8.8,44670,443,2019/12/15 14:38,0.103,2594,25184.46602,3390,32912.62136,29777.61616,172.5619198,181.3333333,97.0,66,1.466140388,0.668359123,0.951628234,0.000534521,0.023119716,0.067871879,0.079254,0.0,-1.476936986,2.935670958,0.340637631,8.56825e-05,0.009256482,0.0091555,0.006813,3.7e-05,0.759197694,0.985093444,1.011029684,0
192.168.20.111,8.8.8.8,52134,443,2019/12/20 12:12,177.001396,618,3.491497886,381,2.152525396,351.9669421,18.76078202,90.81818182,105.0,105,-2.267786838,-0.755928946,0.206575177,3451.358334,58.74826239,64.38404009,59.025879,0.0,0.273616318,1.095930968,0.912466231,1.07e-09,3.27448e-05,0.025398333,0.025395,0.02536,0.305391959,1.170669177,0.00128925,0
8.8.8.8,192.168.20.111,443,52028,2019/12/20 11:11,4.289106,353,82.30153323,327,76.23966393,487.75,22.08506283,85.0,78.0,66,0.950868927,0.860309982,0.259824269,3.416070512,1.848261484,3.2012615,4.2641215,0.0,-1.725177973,1.732039286,0.57735411,2.64e-09,5.13831e-05,5.43333e-05,1.8e-05,1.8e-05,2.121320344,0.707106781,0.945701094,0
192.168.20.113,176.103.130.130,42168,443,2019/12/19 23:56,2.342382,1127,481.1341617,6121,2613.151911,626192.8267,791.3234653,483.2,66.0,66,1.581654096,0.527218032,1.637672734,0.366832594,0.605667065,1.242922,1.06827,0.0,0.865089139,2.052153851,0.487292899,0.000110212,0.010498212,0.013145,0.021584,3.8e-05,-2.411553598,1.248498361,0.798646757,0
192.168.20.112,1.1.1.1,48932,443,2019/12/20 0:15,0.120851,2110,17459.51626,1836,15192.26155,29005.06633,170.3087383,140.9285714,63.0,60,1.372717082,0.475187429,1.208475588,0.001347539,0.036708841,0.053486107,0.0382625,0.0,1.244136836,1.457036112,0.686324787,4.33673e-05,0.006585389,0.010612167,0.015051,1.2e-05,-2.022128229,1.609649401,0.620550799,0
192.168.20.111,8.8.8.8,48026,443,2019/12/17 1:17,4.116252,498,120.9838465,353,85.75762611,466.29,21.5937491,85.1,78.0,66,0.986396568,0.884515232,0.253745583,3.492679191,1.868871101,2.8713795,4.0911585,0.0,-1.958046758,1.536424582,0.650861755,3.074806233,1.753512542,1.02899125,0.0249195,1.3e-05,1.71781791,0.586809747,1.704108311,0
192.168.20.111,8.8.8.8,42440,443,2019/12/14 15:37,0.230108,4476,19451.73571,6116,26578.82386,16323.40176,127.7630689,145.0958904,105.0,66,0.941490153,0.619082581,0.880542299,0.003656553,0.060469436,0.128220151,0.108038,0.0,1.00127363,2.120412532,0.471606343,6.38689e-05,0.0079918,0.0103918,0.00845,1.5e-05,0.7289221,1.298430812,0.76904872,0
192.168.20.111,8.8.8.8,53934,443,2019/12/10 13:46,104.523437,140878,1347.812548,225087,2153.459611,3469.483764,58.90232393,117.5602313,105.0,66,0.639714893,0.875351393,0.501039538,1257.557992,35.46206412,51.66618354,62.514583,0.0,-0.917746871,1.456942364,0.68636895,6.17916e-05,0.007860763,0.011528439,0.015011,3e-06,-1.329092774,1.466198469,0.681858422,0
8.8.8.8,192.168.20.111,443,40882,2019/12/13 23:55,4.057024,353,87.00959127,393,96.86903504,469.2098765,21.66125288,82.88888889,66.0,66,2.339045989,0.779681996,0.261328788,2.826234942,1.681140964,3.145126,4.041408,0.0,-1.599417335,1.870828245,0.534522612,2.14e-09,4.62625e-05,5.36667e-05,2.4e-05,1.8e-05,1.923802887,0.770962206,0.862034829,0
192.168.20.111,8.8.8.8,41864,443,2019/12/14 9:44,118.016287,513,4.34685765,381,3.228367962,365.04,19.10601999,89.4,105.0,105,-2.449489743,-0.816496581,0.21371387,2401.429955,49.0043871,53.1153409,59.008215,0.0,-0.360755911,1.083889505,0.922603268,6.51e-10,2.55082e-05,0.015462,0.015478,0.015426,-1.881750145,1.411312608,0.001649733,0
192.168.20.113,176.103.130.130,47630,443,2019/12/19 17:35,0.533076,2278,4273.311873,7641,14333.79105,325559.3428,570.5780777,309.96875,82.0,66,1.19861992,0.42758171,1.840760005,0.03612792,0.190073459,0.170324219,0.098804,0.0,1.128830174,0.8960968,1.115950866,0.000105688,0.010280448,0.011613111,0.017484,3.8e-05,-1.713219776,1.125934513,0.885244945,0
192.168.20.111,8.8.8.8,44954,443,2019/12/15 17:37,4.188628,498,118.8933465,353,84.27580582,466.29,21.5937491,85.1,78.0,66,0.986396568,0.884515232,0.253745583,3.642993986,1.908662879,2.9259144,4.173078,0.0,-1.960268018,1.532965529,0.652330389,3.224881323,1.795795457,1.047048,0.015371,1.2e-05,1.723487488,0.583048585,1.715103278,0
8.8.8.8,192.168.20.111,443,52282,2019/12/20 13:37,4.122714,353,85.6232084,327,79.31668314,487.75,22.08506283,85.0,78.0,66,0.950868927,0.860309982,0.259824269,3.154881737,1.776198676,3.07645025,4.0977005,0.0,-1.724891923,1.732041743,0.577353291,1.71e-09,4.13468e-05,5.66667e-05,3.1e-05,2.4e-05,1.862297738,0.790065707,0.729648918,0
192.168.20.191,9.9.9.9,51155,443,2020/1/12 20:15,30.093953,1713,56.92173441,4573,151.9574381,152944.5621,391.081273,241.7692308,75.5,54,1.275457882,0.480128412,1.61758083,140.106279,11.83664982,5.823534231,0.0539765,0.0,1.462294944,0.491991764,2.032554348,4.99098e-05,0.007064685,0.010669833,0.015546,0.000486,-2.070651416,1.441512726,0.662117653,0
192.168.20.111,8.8.8.8,51242,443,2019/12/20 3:00,0.068076,171,2511.898466,171,2511.898466,380.25,19.5,85.5,85.5,66,0.0,1.0,0.228070175,0.000598405,0.024462317,0.02966625,0.0252945,0.0,0.536140954,1.212732625,0.824584067,0.0,0.0,0.025286,0.025286,0.025286,-10.0,-10.0,0.0,0
192.168.20.111,8.8.8.8,46614,443,2019/12/16 10:47,0.230449,2684,11646.82858,3958,17175.16674,5215.518519,72.21854692,123.0,105.0,66,0.747730359,0.789270934,0.587142658,0.0037513,0.061247855,0.114702463,0.1252985,0.0,-0.519007744,1.872758854,0.533971578,5.6781e-05,0.007535317,0.009811273,0.013832,6e-06,-1.600753043,1.301242212,0.768026467,0
8.8.8.8,192.168.20.111,443,42890,2019/12/14 20:12,4.173131,353,84.58876561,393,94.17389485,469.2098765,21.66125288,82.88888889,66.0,66,2.339045989,0.779681996,0.261328788,2.991020632,1.729456745,3.235519111,4.157635,0.0,-1.599547184,1.870829739,0.534522185,2.15e-09,4.63777e-05,5.56667e-05,2.8e-05,1.8e-05,1.789654119,0.812172351,0.833131915,0
192.168.20.111,8.8.8.8,50372,443,2019/12/13 19:43,23.58158,3838,162.7541496,4580,194.2193865,20563.10612,143.3984174,153.0545455,97.0,66,1.172702178,0.607081633,0.936910544,129.9144816,11.3980034,9.022461782,0.080411,0.0,2.353583465,0.791582654,1.263291957,7.01028e-05,0.008372744,0.007035941,0.003603,1e-05,1.230041655,0.839144421,1.189996263,0
192.168.20.111,8.8.8.8,34316,443,2019/12/13 18:59,0.295286,3102,10505.06966,4187,14179.47346,18046.79123,134.3383461,151.8541667,105.0,66,1.046331923,0.639089055,0.884653672,0.010671506,0.103302983,0.148791688,0.0900535,0.0,1.705803234,1.440342603,0.694279262,8.48853e-05,0.009213322,0.0113275,0.011556,3.4e-05,-0.074403127,1.22577931,0.813358854,0
1.1.1.1,192.168.20.112,443,49342,2019/12/20 5:20,177.001449,279,1.576258282,534,3.016924455,319.41,17.87204521,81.3,93.0,93,-1.963961012,-0.654653671,0.219828354,3341.59924,57.80656744,70.8097732,59.0157425,0.0,0.612077376,1.224943399,0.816364251,4.22e-12,2.0548e-06,2.96667e-05,3e-05,2.7e-05,-0.486664263,1.297771369,0.069263079,0
192.168.20.113,176.103.130.130,34268,443,2019/12/19 22:21,1.401822,2466,1759.139177,3887,2772.819944,20200.24589,142.1275691,162.8974359,105.0,66,1.222087374,0.68176383,0.872497276,0.141399109,0.376030729,1.17002441,1.308705,0.0,-1.106403644,3.111512754,0.32138708,0.000100688,0.010034339,0.01046,0.010272,0.0001,0.056206991,1.032454653,0.959305833,0
192.168.20.191,9.9.9.9,54842,443,2020/1/12 10:02,4.531207,4326,954.7125082,7133,1574.194249,77153.90042,277.7659094,197.5689655,114.0,54,0.902583392,0.51687036,1.405918732,2.317372673,1.522291914,1.687117207,2.031044,0.0,-0.677780897,1.108274432,0.902303591,0.000580872,0.02410128,0.0233715,0.015952,6.6e-05,0.923540144,0.96698182,1.031225228,0
192.168.20.113,176.103.130.130,42076,443,2019/12/19 23:55,0.510833,2212,4330.182271,7663,15000.98858,333729.4089,577.6931789,318.5483871,97.0,66,1.150515854,0.437166988,1.813517827,0.033745816,0.183700342,0.166790032,0.096819,0.0,1.142693008,0.907946225,1.101386815,0.000109849,0.010480874,0.013726875,0.0213825,7.4e-05,-2.191312952,1.302646608,0.763529502,0
192.168.20.111,8.8.8.8,42782,443,2019/12/10 14:48,177.013223,828,4.677616655,381,2.152381577,324.0,18.0,93.0,105.0,105,-2.0,-0.666666667,0.193548387,3135.079396,55.99177972,68.20237362,59.251967,0.0,0.479556463,1.218078332,0.820965265,9.16e-10,3.02692e-05,0.015485333,0.015473,0.015456,1.222366146,0.969083071,0.001954699,0
192.168.20.111,8.8.8.8,42354,443,2019/12/14 14:47,4.041398,498,123.2246861,353,87.34601244,466.29,21.5937491,85.1,78.0,66,0.986396568,0.884515232,0.253745583,3.389948455,1.841181266,2.8228163,4.025851,0.0,-1.960211179,1.533155019,0.652249764,2.999956686,1.732038304,1.0102865,0.0154435,1.4e-05,1.723131061,0.583285311,1.714403096,0
192.168.20.111,8.8.8.8,49734,443,2019/12/10 10:13,118.016199,618,5.236569261,381,3.22837037,351.9669421,18.76078202,90.81818182,105.0,105,-2.267786838,-0.755928946,0.206575177,2186.613353,46.76123772,53.71128955,59.223179,0.0,-0.353619134,1.148628483,0.87060352,1.77e-09,4.20819e-05,0.015545333,0.015571,0.015486,-1.829763957,1.409947985,0.002707046,0
192.168.20.111,8.8.8.8,43056,443,2019/12/14 21:46,0.057206,171,2989.196937,171,2989.196937,380.25,19.5,85.5,85.5,66,0.0,1.0,0.228070175,0.000452155,0.021263942,0.02203875,0.0154745,0.0,0.926110033,1.036437648,0.964843376,0.0,0.0,0.015465,0.015465,0.015465,-10.0,-10.0,0.0,0
8.8.8.8,192.168.20.111,443,48628,2019/12/17 7:32,4.258071,353,82.90138892,393,92.295314,469.2098765,21.66125288,82.88888889,66.0,66,2.339045989,0.779681996,0.261328788,3.114279909,1.764732249,3.301509111,4.24249,0.0,-1.599643611,1.870827211,0.534522907,2.16e-09,4.64351e-05,5.13333e-05,1.9e-05,1.8e-05,2.088935235,0.71784716,0.904580648,0
192.168.20.111,8.8.8.8,43298,443,2019/12/10 16:13,0.1055,2715,25734.59716,2410,22843.6019,24785.96046,157.4355756,165.3225806,97.0,66,1.301915029,0.630877616,0.952293238,0.000472589,0.021739102,0.063609774,0.072326,0.0,-1.202840723,2.926053412,0.341757261,0.000100623,0.010031094,0.0097259,0.007732,2e-06,0.596315788,0.969375778,1.03137956,0
192.168.20.111,8.8.8.8,45604,443,2019/12/16 0:09,177.001343,618,3.491498932,381,2.15252604,351.9669421,18.76078202,90.81818182,105.0,105,-2.267786838,-0.755928946,0.206575177,3451.352741,58.74821479,64.38389664,59.025571,0.0,0.273624943,1.095929414,0.912467525,1.8e-09,4.23976e-05,0.025050667,0.025043,0.025003,0.542483677,1.124277766,0.001692473,0
192.168.20.111,8.8.8.8,49460,443,2019/12/10 6:53,0.102659,2251,21926.96208,2861,27868.96424,35768.51852,189.1256686,189.3333333,97.0,66,1.464634611,0.652123714,0.998903179,0.00060521,0.024601024,0.066255296,0.078685,0.0,-1.515754448,2.693192653,0.371306523,8.33258e-05,0.009128296,0.010284111,0.007388,3.9e-05,0.951802311,1.122346491,0.88761158,0
192.168.20.111,8.8.8.8,46786,443,2019/12/16 12:33,118.016298,513,4.346857245,315,2.66912287,338.0,18.38477631,92.0,105.0,105,-2.121320344,-0.707106781,0.199834525,2320.695132,48.17359372,59.01072967,59.015885,0.0,-0.000321047,1.224960089,0.816353128,1.45e-10,1.20277e-05,0.015546,0.015549,0.01553,-0.748269894,1.330257589,0.000773687,0
192.168.20.191,8.8.4.4,50663,443,2020/1/13 18:51,55.912352,61850,1106.19564,123006,2199.978996,20138.00114,141.9084252,139.1987952,93.0,60,0.976660726,0.558097908,1.019465901,217.1219004,14.73505685,16.24071362,12.3494675,0.247117,0.792242505,1.085411259,0.907291219,0.00017209,0.013118321,0.012792319,0.006227,0.000143,1.501408442,0.964248359,1.025484158,0
192.168.20.111,8.8.8.8,49014,443,2019/12/17 11:22,0.245416,4581,18666.26463,6089,24810.93327,16194.90448,127.259202,146.1643836,105.0,66,0.970406452,0.629929957,0.870658083,0.003855101,0.062089462,0.137588712,0.15236,0.0,-0.713709886,2.215975263,0.451268575,6.96216e-05,0.008343956,0.01112325,0.0112245,3e-06,-0.036403598,1.332731217,0.750136473,0
192.168.20.111,8.8.8.8,43492,443,2019/12/10 19:10,177.001664,723,4.084707362,459,2.59319596,325.9171598,18.05317589,90.92307692,105.0,105,-2.339243216,-0.779747739,0.198554388,3301.173568,57.45584016,72.69716962,59.016008,0.0,0.714348354,1.265270326,0.79034494,9.14e-10,3.02251e-05,0.015459333,0.015458,0.015423,0.13234042,1.202092152,0.001955135,0
192.168.20.111,8.8.8.8,52566,443,2019/12/20 16:17,0.310697,4281,13778.69757,5462,17579.82858,13633.80837,116.7639001,139.1857143,101.0,66,0.981100689,0.626783742,0.838907216,0.007150912,0.084563066,0.173521786,0.1589645,0.0,0.516441266,2.051980763,0.487334003,0.000131281,0.011457786,0.0121336,0.01353,7e-06,-0.365620359,1.058371967,0.944302306,0
192.168.20.112,1.1.1.1,34390,443,2019/12/19 21:07,32.449712,69508,2142.022093,103844,3200.151669,10711.33956,103.4956016,131.6264237,111.0,85,0.597892761,0.450515992,0.786282866,69.35805784,8.328148524,14.16788542,12.43227,0.0,0.625210542,1.701204701,0.587818738,0.000370107,0.019238175,0.01294741,0.015166,8e-06,-0.345966805,0.672590314,1.485870515,0
192.168.20.111,8.8.8.8,40994,443,2019/12/14 0:48,4.233318,498,117.6382214,353,83.3861288,466.29,21.5937491,85.1,78.0,66,0.986396568,0.884515232,0.253745583,3.696310359,1.92257909,2.9533765,4.2083155,0.0,-1.958211768,1.536153449,0.650976633,3.255495851,1.804299269,1.05825125,0.024826,1.3e-05,1.718271355,0.586509272,1.70498194,0
192.168.20.111,8.8.8.8,52208,443,2019/12/20 12:48,0.067187,171,2545.13522,171,2545.13522,380.25,19.5,85.5,85.5,66,0.0,1.0,0.228070175,0.000581657,0.024117562,0.02942275,0.025252,0.0,0.518802434,1.219971973,0.819690962,0.0,0.0,0.025244,0.025244,0.025244,-10.0,-10.0,0.0,0
192.168.20.111,9.9.9.9,46630,443,2019/12/19 22:41,31.508723,30229,959.3851201,29647,940.9140447,17603.17069,132.6769411,147.4778325,123.0,66,0.553475962,0.614106957,0.89963989,57.47217853,7.581040729,8.027200133,6.59855,0.0,0.56535119,1.058851999,0.944419051,0.00065761,0.025643904,0.021410365,0.015625,0.015577,0.676811692,0.227475687,1.197733157,0
192.168.20.111,8.8.8.8,38788,443,2019/12/19 21:38,3.1846,1178,369.9051686,1629,511.5242103,5071.956597,71.21767054,116.9583333,101.0,66,0.672234849,0.715529348,0.608914889,1.352458631,1.162952549,2.629423042,3.155099,0.0,-1.35605522,2.260989104,0.442284307,0.000131365,0.01146146,0.011314286,0.006037,1.4e-05,1.381312428,0.985937718,1.013007828,0
192.168.20.191,8.8.4.4,59354,443,2020/1/13 16:52,79.056164,3501,44.28497188,6814,86.19188758,16431.55952,128.1856447,127.345679,93.0,60,0.803811045,0.525376138,1.00659595,969.1213757,31.13071435,42.12201204,49.083996,33.575244,-0.670911424,0.274544552,0.739060478,0.000247224,0.015723368,0.017484118,0.025147,3.6e-05,-1.462068869,1.109693388,0.899294345,0
192.168.20.111,8.8.8.8,46934,443,2019/12/16 14:01,59.015962,342,5.795042365,276,4.676700856,372.4897959,19.29999471,88.28571429,105.0,105,-2.598076211,-0.866025404,0.218608354,852.4646099,29.19699659,25.29696929,0.015515,0.0,2.597676875,0.866423682,1.154169745,1.48e-09,3.85e-05,0.0155335,0.0155335,0.015495,0.0,1.0,0.002478514,0
